hanke;kortteli;tontti;asemakaava_lainvoimainen;osa_alue;pienalue;asuinkerrosala;muu_ala;asuntojen_maara;rakentamisvalmiusvuosi;aloitusvuosi;valmistumisvuosi;valmistumisaika;hallinta;hallintasuhde;rahoitusmuoto;hitas;erityisryhmä;talotyyppi;rakennuttaja;maanomistus;post_code;AAGR;AAGR_vaesto;peruskorko
1398G;13414;7;1996-01-12 00:00:00;130 Etu-Töölö;1301;5000;0.0;44;1998.0;1999;2000;2.0;Välimuoto;Omistusasuntoja;Omistuskorkotuki (HK-laina);Hitas;Vanhukset;Kerrostalo;HGIN VANH. PALV. TALOYHD/ESY;Kaupunki;100;5,606905584;0,512420409;0
1398H;13414;16;1998-04-03 00:00:00;130 Etu-Töölö;1301;4800;0.0;66;2006.0;2008;2011;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Kaupunki myy / myynyt;100;5,606905584;0,512420409;4,75
1445B;36037;7;2005-04-15 00:00:00;361 Viikinranta;3611;260;0.0;1;2004.0;2018;2019;15.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;YKSITYISHENKILÖ(T);Kaupunki myy / myynyt;560;6,071997415;8,511115416;-0,25
1445C;36037;8;2005-04-15 00:00:00;361 Viikinranta;3611;260;0.0;1;2004.0;2014;2015;11.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;YKSITYISHENKILÖ(T);Kaupunki myy / myynyt;560;6,071997415;8,511115416;0,5
1445D;36037;9;2005-04-15 00:00:00;361 Viikinranta;3611;260;0.0;1;2004.0;2015;2016;12.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;YKSITYISHENKILÖ(T);Kaupunki myy / myynyt;560;6,071997415;8,511115416;0,25
1452A;49207;1;1997-01-17 00:00:00;492 Jollas;4921;700;0.0;4;1993.0;2000;2001;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;SKANSKA;Yksityinen;850;4,952378241;0,350145248;3,5
1453A;49208;1;1997-01-17 00:00:00;492 Jollas;4921;110;0.0;1;1995.0;2000;2000;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;YKSITYISHENKILÖ(T);Yksityinen;850;4,952378241;0,350145248;3,5
1453B;49208;2;1997-01-17 00:00:00;492 Jollas;4921;110;0.0;1;1993.0;2001;2012;19.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;YKSITYISHENKILÖ(T);Yksityinen;850;4,952378241;0,350145248;5,25
1453F;49208;8;2001-08-10 00:00:00;492 Jollas;4921;159;0.0;1;2001.0;2003;2004;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;3,25
1468B;22397;1;2005-11-11 00:00:00;220 Vallila;2201;3710;0.0;53;2005.0;2010;2011;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Yksityinen;520;5,416618108;1,755663545;1,25
1468C;22397;2;2005-11-11 00:00:00;220 Vallila;2201;2630;0.0;41;2005.0;2011;2011;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Valtio;520;5,416618108;1,755663545;1,5
1468D;22397;3;2005-11-11 00:00:00;220 Vallila;2201;3528;0.0;42;2005.0;2008;2010;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Valtio;520;5,416618108;1,755663545;4,75
1468E;22396;1;2005-11-11 00:00:00;220 Vallila;2201;4185;0.0;54;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Valtio;520;5,416618108;1,755663545;3,75
1471A;30076;41;2006-01-05 00:00:00;302 Kuusisaari;3020;414;0.0;2;1981.0;2001;2003;22.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;TUNTEMATON;Yksityinen;340;3,264218076;1,316061735;5,25
1475A;54175;14;2000-06-09 00:00:00;541 Keski-Vuosaari;5414;4118;0.0;48;1998.0;1999;2000;2.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;ASOASUNNOT OY;Kaupunki;980;4,169115363;0,898424412;0
1475B;54175;22;2000-06-09 00:00:00;541 Keski-Vuosaari;5414;5950;0.0;74;1998.0;1999;2000;2.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;VVO;Kaupunki;980;4,169115363;0,898424412;0
1475C;54175;16;2000-06-09 00:00:00;541 Keski-Vuosaari;5414;2556;0.0;33;1998.0;1999;2000;2.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;ASOASUNNOT OY;Kaupunki;980;4,169115363;0,898424412;0
1495A;47275;1;2004-11-26 00:00:00;473 Mellunmäki;4733;2565;0.0;29;2007.0;2010;2011;4.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;970;2,6411054;0,588188926;1,25
1495B;47275;2;2004-11-26 00:00:00;473 Mellunmäki;4733;2160;100.0;28;2007.0;2010;2011;4.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;TA-YHTIÖT;Yksityinen;970;2,6411054;0,588188926;1,25
1495C;47274;1;2004-11-26 00:00:00;473 Mellunmäki;4733;1750;0.0;18;2007.0;2009;2010;3.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;TA-YHTIÖT;Yksityinen;970;2,6411054;0,588188926;5
1495D;47274;2;2004-11-26 00:00:00;473 Mellunmäki;4733;2160;0.0;26;2007.0;2009;2010;3.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;TA-YHTIÖT;Yksityinen;970;2,6411054;0,588188926;5
1496A;34168;24a;2021-10-14 00:00:00;341 Länsi-Pakila;3414;2266;0;62;2021.0;2022;2023;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;T2H RAKENNUS;Yksityinen;660;3,722342878;0,398446727;-0,5
1496B;34168;24b;2021-10-14 00:00:00;341 Länsi-Pakila;3414;1084;0;12;2021.0;2022;2023;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;T2H RAKENNUS;Yksityinen;660;3,722342878;0,398446727;-0,5
1503A;54260;2;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;2548;0.0;27;1997.0;2001;2002;5.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Rivitalo;ATT;Kaupunki;960;3,814744686;0,898424412;5,25
1503B;54260;3;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;2503;0.0;25;1998.0;2001;2002;4.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Rivitalo;ATT;Kaupunki;960;3,814744686;0,898424412;5,25
1504A;54262;1;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;194;0.0;1;1998.0;2002;2003;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;3,5
1504B;54262;2;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;194;0.0;1;1998.0;2001;2001;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;5,25
1504C;54262;3;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;194;0.0;1;1998.0;2001;2002;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;5,25
1504D;54262;4;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;194;0.0;1;1998.0;2001;2001;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;5,25
1504E;54262;5;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;194;0.0;1;1998.0;2001;2002;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;5,25
1504F;54262;6;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;216;0.0;1;1998.0;2002;2003;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;3,5
1505A;54263;1;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;189;0.0;1;1998.0;2002;2003;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;3,5
1505B;54263;2;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;189;0.0;1;1998.0;2001;2002;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;5,25
1505C;54263;4;2009-02-20 00:00:00;541 Keski-Vuosaari;5412;263;0.0;2;1998.0;2002;2003;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;3,5
1506A;54264;1;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;189;0.0;1;1997.0;2003;2004;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;3,25
1506B;54264;2;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;189;0.0;1;1997.0;2002;2002;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;3,5
1506C;54264;3;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;189;0.0;1;1997.0;2002;2003;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;3,5
1506D;54264;4;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;189;0.0;1;1997.0;2001;2002;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;5,25
1536A;11339;10;1990-11-30 00:00:00;113 Torkkelinmäki;1130;487;0;8;0;2017;2018;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;TUNTEMATON;Yksityinen;530;5,617906359;-0,173758017;0
1536B;11339;10;1990-11-30 00:00:00;113 Torkkelinmäki;1130;750;0;12;0;2017;2018;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;TUNTEMATON;Yksityinen;530;5,617906359;-0,173758017;0
1543A;45178;5;1998-09-04 00:00:00;457 Itäkeskus;4571;2950;0.0;42;1997.0;1999;2000;3.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Kerrostalo;K.OY ASIAKKAANKATU/SATO-RAKENN;Kaupunki;930;3,818994402;-0,467815261;0
1543B;45178;6;1998-09-04 00:00:00;457 Itäkeskus;4571;4700;0.0;66;1997.0;2000;2001;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Kerrostalo;OY ALF. A. PALMBERG/SATO-RAK.;Kaupunki;930;3,818994402;-0,467815261;3,5
1554A;45504;3;1997-01-24 00:00:00;457 Itäkeskus;4573;1309;0.0;10;1996.0;1999;2000;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Rivitalo;SATO-RAKENNUTTAJAT OY;Kaupunki;930;3,818994402;-0,467815261;0
1554B;45505;1;1997-01-24 00:00:00;457 Itäkeskus;4573;1266;0.0;9;1996.0;1999;2000;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Rivitalo;SATO-RAKENNUTTAJAT OY;Kaupunki;930;3,818994402;-0,467815261;0
1577A;13446;12;2005-08-08 00:00:00;130 Etu-Töölö;1303;898;0;27;0;2015;2018;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;KOJAMO;Yksityinen;100;5,606905584;0,512420409;0,25
1577B;13446;12;2005-08-08 00:00:00;130 Etu-Töölö;1303;2728;0;75;0;2017;2018;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;KOJAMO;Yksityinen;100;5,606905584;0,512420409;0
1577C;13446;12;2005-08-08 00:00:00;130 Etu-Töölö;1303;898;0;8;0;2017;2017;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;TUNTEMATON;Yksityinen;100;5,606905584;0,512420409;0
1579B;45452;17;1993-11-24 00:00:00;451 Vartioharju;4512;140;0.0;1;1993.0;1994;2001;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;950;4,011226385;0,180441803;0
1594A;39055;40;1994-04-06 00:00:00;391 Tapaninvainio;3911;165;0.0;1;1994.0;1998;2000;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;780;3,168852193;0,042177595;0
1601A;54177;7;2005-10-14 00:00:00;541 Keski-Vuosaari;5414;3200;0.0;61;2004.0;2006;2007;3.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Nuoriso;Kerrostalo;NUORISOSÄÄTIÖ;Kaupunki;980;4,169115363;0,898424412;2,5
1601B;54177;6;2000-06-09 00:00:00;541 Keski-Vuosaari;5414;7900;300.0;107;1998.0;1999;2000;2.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;980;4,169115363;0,898424412;0
1605A;36062;16;1999-11-19 00:00:00;364 Viikinmäki;3640;4000;0.0;56;1999.0;2000;2001;2.0;ARA-vuokra;Vuokra-asuntoja;Valtion tuki;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;710;3,572011567;76,45817824;3,5
1605B;36062;17;1999-11-19 00:00:00;364 Viikinmäki;3640;3200;0.0;45;1999.0;2000;2001;2.0;Välimuoto;Asumisoikeusasuntoja;Valtion tuki;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;710;3,572011567;76,45817824;3,5
1605C;36062;19;2001-04-06 00:00:00;364 Viikinmäki;3640;3000;0.0;41;1999.0;2000;2001;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;710;3,572011567;76,45817824;3,5
1606A;36057;1;2001-04-06 00:00:00;364 Viikinmäki;3640;2705;0.0;37;2000.0;2001;2002;2.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;710;3,572011567;76,45817824;5,25
1606B;36057;2;2001-04-06 00:00:00;364 Viikinmäki;3640;3495;0.0;47;1999.0;2001;2002;3.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;710;3,572011567;76,45817824;5,25
1635B;49212;2;1997-01-17 00:00:00;492 Jollas;4921;300;0.0;1;1995.0;2000;2001;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;3,5
1635D;49212;3;1999-08-06 00:00:00;492 Jollas;4921;150;0.0;1;2000.0;1999;2000;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;0
1667A;54137;4;1998-08-14 00:00:00;545 Kallahti;5452;5700;0.0;54;1997.0;1999;2000;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;SATO-RAKENNUTTAJAT OY;Yksityinen;980;4,169115363;-0,55465249;0
1667B;54136;5;1998-08-14 00:00:00;545 Kallahti;5452;3700;0.0;40;1997.0;1999;2000;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Yksityinen;980;4,169115363;-0,55465249;0
1671A;38214;5;1999-07-02 00:00:00;381 Ylä-Malmi;3811;8380;0.0;109;1998.0;1999;2000;2.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;VVO;Kaupunki;700;3,321011103;-0,144220654;0
1671B;38214;6;1999-07-02 00:00:00;381 Ylä-Malmi;3811;1720;0.0;27;1998.0;1999;2001;3.0;Välimuoto;Osaomistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;VVO;Kaupunki;700;3,321011103;-0,144220654;0
1677A;33075;18;2001-10-26 00:00:00;332 Maununneva;3321;156;0.0;1;1997.0;2001;2001;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;430;4,551224096;1,052371683;5,25
1677B;33075;19;2001-10-26 00:00:00;332 Maununneva;3321;133;0.0;1;1997.0;2001;2002;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;430;4,551224096;1,052371683;5,25
1677C;33075;20;2001-10-26 00:00:00;332 Maununneva;3321;120;0.0;1;1997.0;2003;2004;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;430;4,551224096;1,052371683;3,25
1677D;33075;21;2001-10-26 00:00:00;332 Maununneva;3321;120;0.0;1;1997.0;2002;2004;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;430;4,551224096;1,052371683;3,5
1695A;45218;19;1998-01-30 00:00:00;452 Puotila;4520;2512;0.0;53;1998.0;1999;2000;2.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Opiskelijat;Kerrostalo;SATO-YHTYMÄ OYJ (KY);Kaupunki;910;4,079831899;0,554133959;0
1695B;45218;18;1998-01-30 00:00:00;452 Puotila;4520;1538;0.0;22;1998.0;1999;2000;2.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;SATO-YHTYMÄ OYJ;Kaupunki;910;4,079831899;0,554133959;0
1702A;47280;3;1998-05-29 00:00:00;474 Kivikko;4743;4300;0.0;56;1995.0;2001;2002;7.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Valtio;940;3,155295611;1,750256917;5,25
1702B;47286;1;1998-05-29 00:00:00;474 Kivikko;4743;2200;0.0;30;1996.0;2001;2001;5.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Valtio;940;3,155295611;1,750256917;5,25
1703A;47280;1;1998-05-29 00:00:00;474 Kivikko;4743;2050;0.0;20;1996.0;2000;2001;5.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ASOASUNNOT OY;Valtio;940;3,155295611;1,750256917;3,5
1703B;47280;2;1998-05-29 00:00:00;474 Kivikko;4743;3050;0.0;29;1996.0;2000;2001;5.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ASOASUNNOT OY;Valtio;940;3,155295611;1,750256917;3,5
1710A;45344;1;1997-10-17 00:00:00;454 Myllypuro;4543;2450;0.0;28;1998.0;1999;2000;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;920;4,03674203;1,644955127;0
1710B;45344;2;1997-10-17 00:00:00;454 Myllypuro;4543;2090;0.0;24;1998.0;1999;2000;2.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;920;4,03674203;1,644955127;0
1726A;49038;1;2000-08-11 00:00:00;491 Yliskylä;4915;250;0.0;2;2000.0;2003;2004;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;840;3,855811843;0,95965144;3,25
1726B;49038;3;2000-08-11 00:00:00;491 Yliskylä;4915;200;0.0;1;2000.0;2001;2002;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;840;3,855811843;0,95965144;5,25
1736A;27671;15;2008-12-05 00:00:00;270 Vanhakaupunki;2700;10300;0.0;113;2009.0;2010;2012;3.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;560;6,071997415;7,700798409;1,25
1736D;27671;14;2008-12-05 00:00:00;270 Vanhakaupunki;2700;5100;0.0;62;2009.0;2010;2012;3.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;560;6,071997415;7,700798409;1,25
1768A;38313;5;2019-03-25 00:00:00;386 Pihlajisto;3860;2000;0;45;2020.0;2021;2021;1.0;Sääntelemätön;Vuokra-asuntoja;Takauslaina;Ei Hitas;Vanhukset;Kerrostalo;GRANIITTIASUNNOT OY;Kaupunki;710;3,572011567;-0,630828098;-0,5
1768B;38313;7;2019-03-25 00:00:00;386 Pihlajisto;3860;2500;1200.0;47;2020.0;2020;2020;0.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hintakontrolloitu;Ei erityisryhmää;Kerrostalo;LEHTO GROUP;Kaupunki;710;3,572011567;-0,630828098;-0,25
1771A;36062;21;2001-04-06 00:00:00;364 Viikinmäki;3640;3035;0.0;42;2000.0;2001;2002;2.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;710;3,572011567;76,45817824;5,25
1771B;36062;20;2001-04-06 00:00:00;364 Viikinmäki;3640;3365;0.0;49;2000.0;2001;2003;3.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;710;3,572011567;76,45817824;5,25
1772A;36062;24;2001-04-06 00:00:00;364 Viikinmäki;3640;5400;0.0;73;2000.0;2003;2004;4.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;710;3,572011567;76,45817824;3,25
1772B;36062;26;2001-04-06 00:00:00;364 Viikinmäki;3640;2700;0.0;39;2000.0;2003;2004;4.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;710;3,572011567;76,45817824;3,25
1779A;54171;1;1997-02-21 00:00:00;545 Kallahti;5451;4648;0.0;69;1997.0;1999;2000;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;SATO-YHTYMÄ OYJ;Kaupunki;980;4,169115363;-0,55465249;0
1781A;29112;7;2000-10-13 00:00:00;293 Pohjois-Haaga;2934;1170;60.0;15;2000.0;2004;2005;5.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Vanhukset;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki;400;4,56837598;0,257033001;2,25
1781B;29112;9;2000-10-13 00:00:00;293 Pohjois-Haaga;2934;1100;240.0;22;2000.0;2004;2005;5.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Vanhukset;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki;400;4,56837598;0,257033001;2,25
1781C;29112;8;2000-10-13 00:00:00;293 Pohjois-Haaga;2934;2770;1660.0;39;2000.0;2004;2005;5.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Vanhukset;Kerrostalo;SATO-RAKENNUTTAJAT OY/LEEVI RY;Kaupunki;400;4,56837598;0,257033001;2,25
1784A;29128;1;2002-05-24 00:00:00;291 Etelä-Haaga;2913;2000;700.0;65;2006.0;2010;2011;5.0;ARA-vuokra;Vuokra-asuntoja;Valtion tuki;Ei Hitas;Nuoriso;Kerrostalo;ALKUASUNNOT;Kaupunki;320;4,976107362;0,137404862;1,25
1784B;29128;2;2002-05-24 00:00:00;291 Etelä-Haaga;2913;1317;0.0;12;2006.0;2011;2012;6.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Rivitalo;ATT;Kaupunki;320;4,976107362;0,137404862;1,5
1790A;29036;16;2014-06-06 00:00:00;291 Etelä-Haaga;2913;3900;0;78;0;2015;2016;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;POHJOLA ASUNTORAHASTO I KY ;Yksityinen;320;4,976107362;0,137404862;0,25
